model_id,max_speed,displacement,doors,seats,type_id,transmission,fuel,horsepower,price
1635,178.0,1.6,4,5,3,manual,diesel,455 HP,191956.89
1636,187.0,2.0,5,5,2,manual,híbrido,488 HP,41682.93
1637,192.0,1.5,5,4,3,automatic,diesel,250 HP,24667.65
1639,0.0,2.0,4,5,3,automatic,gasolina,107 HP,50765.02
1640,0.0,3.5,5,7,2,automatic,diesel,402 HP,41982.23
1641,0.0,3.0,5,5,2,automatic,diesel,211 HP,170264.77
1643,0.0,3.5,4,5,3,automatic,electrico,159 HP,29485.76
1644,0.0,3.5,4,5,3,manual,electrico,465 HP,161437.12
1645,0.0,3.7,5,5,4,automatic,híbrido,157 HP,178491.91
1649,0.0,1.5,4,5,3,manual,diesel,378 HP,189046.01
1651,180.0,1.8,4,5,3,automatic,diesel,102 HP,167069.24
1652,182.0,1.8,5,7,1,manual,híbrido,458 HP,98639.2
1653,170.0,1.5,5,5,4,automatic,diesel,265 HP,156308.08
1654,170.0,1.5,5,5,6,manual,híbrido,149 HP,132695.32
1655,145.0,1.0,5,5,4,automatic,híbrido,158 HP,56613.92
1656,170.0,1.6,5,5,4,manual,diesel,492 HP,93003.93
1657,175.0,1.6,4,5,3,automatic,electrico,294 HP,20778.69
1659,175.0,1.5,4,5,3,automatic,diesel,460 HP,121834.02
1660,172.0,1.5,4,5,3,manual,gasolina,154 HP,107321.54
1661,150.0,1.0,5,5,4,manual,gasolina,155 HP,21788.63
1662,130.0,0.8,5,5,4,manual,gasolina,499 HP,28847.2
1664,167.0,1.3,3,5,4,automatic,híbrido,164 HP,45660.25
1665,150.0,1.3,5,5,2,automatic,electrico,405 HP,59426.65
1667,145.0,1.0,5,5,6,automatic,híbrido,293 HP,197893.07
1668,160.0,1.5,5,5,6,automatic,gasolina,223 HP,194707.01
1669,172.0,1.5,5,5,3,manual,electrico,278 HP,181548.67
1670,190.0,1.8,4,5,3,automatic,electrico,262 HP,134482.29
1671,175.0,1.6,5,5,2,automatic,diesel,316 HP,24986.44
1672,175.0,1.6,5,5,2,automatic,diesel,350 HP,152907.98
1673,175.0,2.0,5,5,2,automatic,electrico,457 HP,155972.85
1683,185.0,1.6,4,5,3,manual,híbrido,361 HP,44361.32
1686,170.0,1.6,4,5,3,manual,diesel,132 HP,190996.81
1687,195.0,2.0,4,5,3,automatic,gasolina,199 HP,180544.49
1688,145.0,1.0,5,5,4,manual,diesel,500 HP,149333.68
1691,185.0,2.0,4,5,3,automatic,electrico,362 HP,22805.28
1692,145.0,1.0,3,2,4,automatic,gasolina,460 HP,199482.54
1698,125.0,2.0,5,5,2,manual,gasolina,496 HP,168407.33
1699,0.0,1.1,3,4,4,automatic,diesel,101 HP,29897.2
1700,125.0,1.0,5,5,5,automatic,gasolina,474 HP,66860.06
1701,205.0,2.0,3,4,4,manual,electrico,206 HP,38869.93
1702,230.0,2.0,4,5,3,manual,diesel,236 HP,124936.39
1703,225.0,1.6,5,5,4,manual,gasolina,478 HP,64646.06
1704,220.0,2.0,5,5,4,automatic,híbrido,178 HP,177245.77
1705,230.0,2.0,5,5,7,manual,gasolina,228 HP,37925.67
1706,210.0,2.0,5,5,2,manual,electrico,484 HP,78946.83
1707,210.0,2.0,5,7,2,manual,híbrido,221 HP,105181.3
1719,235.0,2.5,2,4,9,manual,gasolina,200 HP,78346.96
1720,205.0,2.0,4,5,3,automatic,híbrido,490 HP,180482.24
1721,210.0,2.0,4,5,3,automatic,diesel,208 HP,44404.93
1722,220.0,2.0,4,5,3,automatic,gasolina,173 HP,33333.33
1723,210.0,2.5,5,7,2,automatic,diesel,458 HP,34940.76
1725,293.0,4.0,2,2,12,automatic,electrico,306 HP,148527.5
1728,203.0,1.8,5,7,1,manual,electrico,215 HP,23158.34
1730,213.0,1.8,5,5,4,manual,gasolina,377 HP,153684.3
1731,190.0,1.2,5,5,4,manual,electrico,424 HP,136882.51
1732,212.0,1.4,5,5,7,automatic,híbrido,229 HP,21129.94
1739,150.0,1.5,5,5,2,automatic,gasolina,124 HP,28937.2
1745,150.0,1.5,5,5,2,manual,electrico,486 HP,142686.02
1760,160.0,1.5,5,5,2,manual,gasolina,344 HP,196822.53
1784,110.0,1.0,2,2,0,manual,gasolina,217 HP,157934.79
1785,140.0,1.2,5,5,5,automatic,gasolina,459 HP,130919.21
1786,125.0,1.0,5,5,5,manual,diesel,364 HP,27402.63
1789,130.0,1.0,5,5,5,automatic,gasolina,272 HP,95345.97
1790,160.0,1.0,5,5,4,manual,híbrido,495 HP,41107.13
1791,170.0,1.3,4,5,3,automatic,híbrido,234 HP,79856.61
1793,180.0,1.6,5,5,4,automatic,híbrido,230 HP,67887.98
1794,180.0,1.6,5,5,4,manual,electrico,380 HP,83349.57
1795,180.0,1.6,4,5,3,automatic,gasolina,185 HP,159728.8
1796,165.0,1.3,5,5,4,manual,electrico,436 HP,161827.79
1797,0.0,1.6,5,5,2,manual,gasolina,222 HP,140970.87
1798,0.0,2.4,5,5,2,automatic,electrico,344 HP,165230.9
1799,215.0,2.4,4,5,3,automatic,gasolina,153 HP,20440.36
1800,195.0,1.6,5,5,4,manual,diesel,120 HP,154255.54
1811,0.0,1.3,3,4,2,automatic,electrico,356 HP,22387.04
1812,120.0,1.0,5,5,4,automatic,diesel,423 HP,175419.2
1813,170.0,1.4,5,5,4,manual,diesel,447 HP,23405.5
1814,170.0,1.4,4,5,3,manual,híbrido,480 HP,84159.73
1815,165.0,1.4,5,5,4,automatic,electrico,256 HP,61265.25
1816,165.0,1.4,4,5,3,automatic,electrico,348 HP,173787.93
1817,170.0,1.4,5,5,4,automatic,gasolina,345 HP,189842.13
1818,0.0,1.2,5,8,5,automatic,diesel,319 HP,107169.31
1819,168.0,1.3,4,5,3,manual,híbrido,139 HP,148092.11
1820,222.0,1.8,2,2,9,automatic,electrico,327 HP,183386.76
1821,235.0,1.8,2,2,10,automatic,híbrido,117 HP,36862.03
1825,250.0,3.5,2,4,10,manual,híbrido,299 HP,191938.48
1827,180.0,1.4,5,5,4,automatic,híbrido,367 HP,160852.48
1828,0.0,1.5,5,5,11,automatic,diesel,408 HP,77334.33
1829,200.0,1.5,5,5,4,automatic,electrico,460 HP,69293.61
1830,188.0,1.8,4,5,3,manual,híbrido,351 HP,117474.17
1831,188.0,1.8,5,5,6,manual,electrico,378 HP,116024.69
1832,215.0,1.8,4,5,3,manual,diesel,120 HP,137424.75
1836,175.0,1.3,5,5,4,manual,diesel,109 HP,90422.66
1837,0.0,3.8,2,2,10,automatic,diesel,405 HP,159588.37
1838,380.0,3.8,2,2,10,automatic,electrico,220 HP,27418.07
1841,333.0,3.8,2,2,10,manual,diesel,248 HP,133112.92
1842,181.0,2.4,5,5,2,automatic,electrico,140 HP,132862.69
1843,197.0,1.4,5,5,1,automatic,electrico,113 HP,99141.32
1845,200.0,1.4,3,5,4,manual,diesel,452 HP,44539.24
1847,0.0,2.0,5,5,7,manual,diesel,345 HP,109507.01
1856,188.0,1.4,5,5,1,manual,gasolina,413 HP,57015.02
1857,144.0,0.0,5,5,4,automatic,diesel,293 HP,71318.76
1858,155.0,1.2,5,5,4,automatic,gasolina,450 HP,31138.4
1859,185.0,1.6,5,5,4,automatic,híbrido,335 HP,87242.03
1860,185.0,1.6,5,5,4,automatic,electrico,419 HP,167854.29
1863,185.0,1.6,4,5,3,manual,gasolina,400 HP,161219.7
1864,0.0,1.6,5,5,2,automatic,híbrido,188 HP,59673.71
1865,0.0,3.0,5,7,2,manual,diesel,249 HP,192822.99
1866,170.0,3.0,5,5,2,automatic,híbrido,295 HP,61624.65
1867,190.0,2.4,5,7,1,manual,electrico,275 HP,74213.16
1870,199.0,2.4,2,4,3,manual,gasolina,413 HP,26854.81
1871,242.0,2.0,4,5,10,manual,gasolina,272 HP,149148.68
1874,190.0,2.0,5,5,2,manual,electrico,264 HP,120722.42
1885,190.0,2.0,5,5,2,manual,gasolina,227 HP,74559.95
1886,185.0,1.6,4,5,3,automatic,gasolina,247 HP,161730.28
1887,0.0,2.0,5,5,1,manual,diesel,127 HP,136960.91
1888,0.0,1.6,4,5,3,manual,híbrido,495 HP,85750.25
1889,185.0,1.6,4,5,3,manual,gasolina,143 HP,33535.14
1891,0.0,2.0,4,5,3,manual,electrico,351 HP,147602.42
1892,0.0,1.5,4,5,3,automatic,diesel,243 HP,76887.13
1893,200.0,1.8,4,5,3,automatic,híbrido,191 HP,82458.29
1894,210.0,1.8,4,5,3,automatic,electrico,189 HP,34865.62
1895,0.0,4.2,2,2,10,manual,gasolina,347 HP,134528.77
1898,220.0,2.7,2,2,10,manual,diesel,312 HP,63251.14
1899,140.0,1.2,5,8,5,automatic,gasolina,382 HP,85478.43
1901,120.0,1.0,5,5,5,automatic,híbrido,391 HP,68611.86
1904,120.0,1.2,5,8,5,manual,electrico,308 HP,145832.87
1905,176.0,1.4,5,5,4,automatic,electrico,462 HP,131406.12
1906,192.0,1.4,5,5,2,manual,híbrido,395 HP,145938.81
1907,190.0,1.8,4,5,3,manual,electrico,386 HP,94956.76
1908,200.0,1.4,4,5,3,automatic,diesel,204 HP,105826.37
1909,180.0,1.6,5,5,6,manual,gasolina,228 HP,162976.69
1910,175.0,2.4,5,5,2,manual,diesel,307 HP,23207.08
1911,160.0,1.2,5,5,4,manual,híbrido,116 HP,60692.4
1912,170.0,1.4,4,5,3,manual,híbrido,278 HP,150862.68
1914,165.0,1.2,5,5,4,automatic,híbrido,397 HP,171077.02
1915,165.0,1.2,4,5,3,manual,diesel,144 HP,192611.64
1917,176.0,1.4,4,5,3,manual,electrico,422 HP,98282.47
1918,160.0,1.4,5,4,4,manual,híbrido,125 HP,141627.47
1920,151.0,1.0,5,5,3,automatic,híbrido,225 HP,168971.5
1946,250.0,3.6,2,4,10,manual,electrico,284 HP,55436.86
1948,120.0,2.0,5,5,2,automatic,electrico,377 HP,158581.93
1949,0.0,1.5,5,5,4,automatic,electrico,329 HP,174885.22
1950,175.0,1.5,5,5,4,manual,electrico,248 HP,153027.84
1951,175.0,1.5,4,5,3,manual,electrico,449 HP,30357.51
1952,190.0,1.5,4,5,3,automatic,gasolina,293 HP,190918.73
1953,180.0,1.5,5,5,2,manual,electrico,316 HP,74728.55
1954,180.0,1.6,4,5,3,manual,híbrido,452 HP,35106.74
1955,160.0,1.5,5,5,11,manual,híbrido,448 HP,168519.22
1956,160.0,1.3,5,5,4,automatic,híbrido,400 HP,52846.09
1957,170.0,1.5,4,5,3,manual,electrico,387 HP,109325.21
1958,205.0,1.8,5,5,7,automatic,gasolina,452 HP,102735.2
1959,210.0,1.8,4,5,3,manual,diesel,327 HP,81726.77
1961,180.0,1.5,4,5,3,automatic,electrico,248 HP,163435.22
1962,250.0,3.0,4,5,3,automatic,gasolina,239 HP,192403.2
1970,250.0,6.0,5,5,2,automatic,electrico,488 HP,148477.96
1981,130.0,2.2,4,5,8,manual,gasolina,160 HP,20785.0
1983,130.0,2.2,4,5,8,manual,diesel,114 HP,89115.69
1984,150.0,2.2,4,5,8,automatic,gasolina,274 HP,51250.91
1985,130.0,2.8,4,5,8,manual,híbrido,460 HP,38004.31
1986,150.0,2.4,5,5,2,automatic,híbrido,197 HP,143863.63
1989,160.0,1.5,5,5,2,automatic,diesel,296 HP,112354.27
1993,135.0,2.2,4,5,8,automatic,gasolina,317 HP,140694.95
